time_s,distance_m,throughput_mbps
1,1.5,55.505
1.5,1.75,59.5264
2,2,58.6858
2.5,2.25,59.5037
3,2.5,59.5037
3.5,2.75,59.481
4,3,59.5264
4.5,3.25,59.4355
5,3.5,59.5264
5.5,3.75,59.5718
6,4,59.5491
6.5,4.25,59.481
7,4.5,59.5264
7.5,4.75,59.5037
8,5,59.5491
8.5,5.25,59.4128
9,5.5,59.5491
9.5,5.75,59.5264
10,6,59.5037
10.5,6.25,59.4582
11,6.5,59.5037
11.5,6.75,59.4355
12,7,59.5491
12.5,7.25,59.5264
13,7.5,59.6173
13.5,7.75,59.4355
14,8,59.5264
14.5,8.25,59.5037
15,8.5,59.5037
15.5,8.75,59.5264
16,9,59.4582
16.5,9.25,59.4582
17,9.5,59.3219
17.5,9.75,59.2538
18,10,58.6403
18.5,10.25,56.9363
19,10.5,53.9827
19.5,10.75,49.3251
20,11,52.5741
20.5,11.25,51.1654
21,11.5,47.712
21.5,11.75,44.1677
22,12,46.8259
22.5,12.25,45.849
23,12.5,43.3725
23.5,12.75,40.5098
24,13,33.4438
24.5,13.25,22.9926
25,13.5,16.6765
25.5,13.75,17.3808
26,14,17.5398
26.5,14.25,17.4035
27,14.5,17.8125
27.5,14.75,17.1309
28,15,17.6989
28.5,15.25,17.4262
29,15.5,17.4944
29.5,15.75,17.1309
30,16,17.3354
30.5,16.25,17.1309
31,16.5,17.5626
31.5,16.75,17.9488
32,17,17.1082
32.5,17.25,17.2445
33,17.5,17.5171
33.5,17.75,17.4717
34,18,17.2445
34.5,18.25,17.4035
35,18.5,17.4035
35.5,18.75,17.2672
36,19,17.2672
36.5,19.25,17.5171
37,19.5,17.2672
37.5,19.75,17.2218
38,20,17.1536
38.5,20.25,17.1309
39,20.5,17.3126
39.5,20.75,17.4035
40,21,17.3126
40.5,21.25,17.2445
41,21.5,17.3581
41.5,21.75,17.1309
42,22,17.1309
42.5,22.25,17.608
43,22.5,17.1309
43.5,22.75,17.3808
44,23,17.3126
44.5,23.25,17.3581
45,23.5,17.1309
45.5,23.75,17.1309
46,24,17.4262
46.5,24.25,17.3808
47,24.5,17.1309
47.5,24.75,17.2899
48,25,17.1536
48.5,25.25,17.2899
49,25.5,17.1082
49.5,25.75,17.1536
50,26,17.1309
50.5,26.25,17.2672
51,26.5,17.3581
51.5,26.75,17.1309
52,27,17.1309
52.5,27.25,17.2899
53,27.5,17.1309
53.5,27.75,17.2218
54,28,17.2218
54.5,28.25,17.0854
55,28.5,17.0173
55.5,28.75,17.0854
56,29,17.1536
56.5,29.25,16.8582
57,29.5,16.7901
57.5,29.75,16.4947
58,30,16.2902
58.5,30.25,15.7904
59,30.5,14.8589
59.5,30.75,14.2682
60,31,13.5184
60.5,31.25,12.2915
61,31.5,9.9968
61.5,31.75,8.58816
62,32,6.86144
62.5,32.25,11.3373
63,32.5,11.2691
63.5,32.75,11.2691
64,33,11.4054
64.5,33.25,11.2691
65,33.5,11.36
65.5,33.75,11.3146
66,34,11.2464
66.5,34.25,11.36
67,34.5,11.2691
67.5,34.75,11.2918
68,35,11.2464
68.5,35.25,11.3373
69,35.5,11.2691
69.5,35.75,11.2691
70,36,11.1782
70.5,36.25,11.2464
71,36.5,11.0192
71.5,36.75,10.951
72,37,10.8829
72.5,37.25,10.8374
73,37.5,10.5648
73.5,37.75,10.1104
74,38,9.72416
74.5,38.25,9.51968
75,38.5,9.22432
75.5,38.75,8.58816
76,39,8.36096
76.5,39.25,6.9296
77,39.5,5.74816
77.5,39.75,4.81664
78,40,4.45312
78.5,40.25,5.36192
79,40.5,5.4528
79.5,40.75,4.9984
