time_s,distance_m,throughput_mbps
1,1.5,58.2086
1.5,1.75,59.5037
2,2,59.5491
2.5,2.25,59.5264
3,2.5,59.5264
3.5,2.75,59.481
4,3,59.5037
4.5,3.25,59.4355
5,3.5,59.5264
5.5,3.75,59.5037
6,4,59.481
6.5,4.25,59.481
7,4.5,59.4128
7.5,4.75,59.5946
8,5,59.4582
8.5,5.25,59.4582
9,5.5,59.5491
9.5,5.75,59.4355
10,6,59.481
10.5,6.25,59.481
11,6.5,59.5037
11.5,6.75,59.4128
12,7,59.5037
12.5,7.25,59.481
13,7.5,59.3901
13.5,7.75,59.5037
14,8,59.5264
14.5,8.25,59.4582
15,8.5,59.5037
15.5,8.75,59.5264
16,9,59.5037
16.5,9.25,59.481
17,9.5,59.4582
17.5,9.75,59.231
18,10,58.7766
18.5,10.25,57.5952
19,10.5,53.8691
19.5,10.75,53.2557
20,11,51.9606
20.5,11.25,51.4835
21,11.5,47.871
21.5,11.75,47.3939
22,12,46.9168
22.5,12.25,46.2125
23,12.5,44.7357
23.5,12.75,39.3283
24,13,35.6931
24.5,13.25,35.6704
25,13.5,35.7158
25.5,13.75,35.7158
26,14,35.625
26.5,14.25,35.6704
27,14.5,35.6704
27.5,14.75,35.7158
28,15,35.625
28.5,15.25,35.6931
29,15.5,35.7158
29.5,15.75,35.6931
30,16,35.6931
30.5,16.25,35.625
31,16.5,35.5795
31.5,16.75,35.7158
32,17,35.4886
32.5,17.25,35.3523
33,17.5,34.6253
33.5,17.75,34.1027
34,18,33.5574
34.5,18.25,31.8989
35,18.5,25.6509
35.5,18.75,23.7424
36,19,23.7651
36.5,19.25,23.7651
37,19.5,23.7197
37.5,19.75,23.7651
38,20,23.7424
38.5,20.25,23.7424
39,20.5,23.7651
39.5,20.75,23.7424
40,21,23.7424
40.5,21.25,23.7878
41,21.5,23.6742
41.5,21.75,23.3789
42,22,23.5834
42.5,22.25,23.0381
43,22.5,22.8336
43.5,22.75,22.2429
44,23,21.6976
44.5,23.25,19.6982
45,23.5,17.7443
45.5,23.75,17.767
46,24,17.767
46.5,24.25,17.7443
47,24.5,17.7443
47.5,24.75,17.7898
48,25,17.7443
48.5,25.25,17.767
49,25.5,17.7443
49.5,25.75,17.7216
50,26,17.767
50.5,26.25,17.767
51,26.5,17.767
51.5,26.75,17.7898
52,27,17.767
52.5,27.25,17.7216
53,27.5,17.6989
53.5,27.75,17.767
54,28,17.6534
54.5,28.25,17.6762
55,28.5,17.608
55.5,28.75,17.5398
56,29,17.449
56.5,29.25,17.5853
57,29.5,17.04
57.5,29.75,17.0627
58,30,16.631
58.5,30.25,16.3584
59,30.5,15.6314
59.5,30.75,14.7907
60,31,13.3594
60.5,31.25,11.8144
61,31.5,11.8144
61.5,31.75,11.7917
62,32,11.8144
62.5,32.25,11.8144
63,32.5,11.8144
63.5,32.75,11.7917
64,33,11.7917
64.5,33.25,11.8144
65,33.5,11.769
65.5,33.75,11.8144
66,34,11.8144
66.5,34.25,11.7917
67,34.5,11.7917
67.5,34.75,11.8144
68,35,11.8144
68.5,35.25,11.769
69,35.5,11.7008
69.5,35.75,11.7235
70,36,11.6554
70.5,36.25,11.769
71,36.5,11.6554
71.5,36.75,11.4509
72,37,11.3146
72.5,37.25,11.0874
73,37.5,10.9738
73.5,37.75,10.5648
74,38,10.4966
74.5,38.25,10.0422
75,38.5,9.11072
75.5,38.75,8.76992
76,39,7.4976
76.5,39.25,6.31616
77,39.5,5.7936
77.5,39.75,5.7936
78,40,5.81632
78.5,40.25,5.7936
79,40.5,5.7936
79.5,40.75,5.81632
