time_s,distance_m,throughput_mbps
1,1.5,46.417
1.5,1.75,59.3901
2,2,59.4355
2.5,2.25,59.5264
3,2.5,59.5491
3.5,2.75,59.5264
4,3,59.4582
4.5,3.25,59.481
5,3.5,59.4355
5.5,3.75,59.481
6,4,59.5264
6.5,4.25,59.5718
7,4.5,59.5037
7.5,4.75,59.5491
8,5,59.481
8.5,5.25,59.5264
9,5.5,59.5491
9.5,5.75,59.481
10,6,59.481
10.5,6.25,59.5718
11,6.5,59.5037
11.5,6.75,59.5491
12,7,59.5037
12.5,7.25,59.4582
13,7.5,59.5718
13.5,7.75,59.3674
14,8,59.4128
14.5,8.25,59.481
15,8.5,59.481
15.5,8.75,59.4128
16,9,59.4582
16.5,9.25,59.5264
17,9.5,59.4582
17.5,9.75,59.1856
18,10,58.663
18.5,10.25,56.8
19,10.5,53.7328
19.5,10.75,50.6883
20,11,52.6195
20.5,11.25,51.2109
21,11.5,47.5302
21.5,11.75,45.2582
22,12,46.6442
22.5,12.25,45.7808
23,12.5,43.6906
23.5,12.75,39.8282
24,13,34.2163
24.5,13.25,23.7197
25,13.5,23.7424
25.5,13.75,34.8979
26,14,34.8525
26.5,14.25,35.1478
27,14.5,35.2842
27.5,14.75,35.0797
28,15,34.7843
28.5,15.25,35.1706
29,15.5,35.0342
29.5,15.75,35.1706
30,16,34.807
30.5,16.25,35.1251
31,16.5,35.2842
31.5,16.75,34.7616
32,17,34.9206
32.5,17.25,34.6026
33,17.5,34.0346
33.5,17.75,34.1936
34,18,32.5805
34.5,18.25,30.8538
35,18.5,27.5821
35.5,18.75,21.6294
36,19,19.0166
36.5,19.25,11.2691
37,19.5,12.2688
37.5,19.75,23.1971
38,20,23.0835
38.5,20.25,23.1744
39,20.5,23.129
39.5,20.75,23.2426
40,21,23.1517
40.5,21.25,23.0154
41,21.5,23.1517
41.5,21.75,22.9926
42,22,22.9245
42.5,22.25,22.6291
43,22.5,22.4474
43.5,22.75,21.6749
44,23,19.9936
44.5,23.25,19.2438
45,23.5,18.017
45.5,23.75,15.0861
46,24,12.9504
46.5,24.25,11.519
47,24.5,17.2672
47.5,24.75,17.1536
48,25,17.1309
48.5,25.25,17.1536
49,25.5,17.2672
49.5,25.75,17.1536
50,26,17.3354
50.5,26.25,17.2899
51,26.5,17.1536
51.5,26.75,17.2899
52,27,17.1536
52.5,27.25,17.1082
53,27.5,17.2672
53.5,27.75,17.0627
54,28,17.2899
54.5,28.25,17.1082
55,28.5,17.199
55.5,28.75,16.9491
56,29,17.04
56.5,29.25,16.9491
57,29.5,16.7901
57.5,29.75,16.3811
58,30,16.4038
58.5,30.25,15.7677
59,30.5,15.0861
59.5,30.75,13.9274
60,31,13.0867
60.5,31.25,12.087
61,31.5,10.4512
61.5,31.75,8.67904
62,32,6.56608
62.5,32.25,7.24768
63,32.5,11.4282
63.5,32.75,11.2691
64,33,11.2918
64.5,33.25,11.3827
65,33.5,11.2464
65.5,33.75,11.2918
66,34,11.4054
66.5,34.25,11.2691
67,34.5,11.2691
67.5,34.75,11.4282
68,35,11.2464
68.5,35.25,11.201
69,35.5,11.36
69.5,35.75,11.201
70,36,11.2237
70.5,36.25,11.1101
71,36.5,11.1782
71.5,36.75,10.951
72,37,10.9738
72.5,37.25,10.7693
73,37.5,10.4512
73.5,37.75,10.5194
74,38,10.5194
74.5,38.25,9.26976
75,38.5,9.04256
75.5,38.75,8.58816
76,39,7.384
76.5,39.25,6.90688
77,39.5,5.61184
77.5,39.75,4.90752
78,40,4.544
78.5,40.25,5.43008
79,40.5,4.97568
79.5,40.75,5.40736
