time_s,distance_m,throughput_mbps
1,1.5,53.6874
1.5,1.75,59.1856
2,2,59.5491
2.5,2.25,59.5037
3,2.5,59.481
3.5,2.75,59.5037
4,3,59.481
4.5,3.25,59.5264
5,3.5,59.481
5.5,3.75,59.5037
6,4,59.481
6.5,4.25,59.5718
7,4.5,59.5037
7.5,4.75,59.5037
8,5,59.4355
8.5,5.25,59.5491
9,5.5,59.5264
9.5,5.75,59.4355
10,6,59.5264
10.5,6.25,59.481
11,6.5,59.5491
11.5,6.75,59.481
12,7,59.5037
12.5,7.25,59.5264
13,7.5,59.5718
13.5,7.75,59.3446
14,8,59.481
14.5,8.25,59.5037
15,8.5,59.5491
15.5,8.75,59.5264
16,9,59.481
16.5,9.25,59.3901
17,9.5,59.481
17.5,9.75,59.2538
18,10,58.6403
18.5,10.25,56.959
19,10.5,53.392
19.5,10.75,51.1654
20,11,52.7786
20.5,11.25,51.3699
21,11.5,45.1446
21.5,11.75,46.4397
22,12,46.6214
22.5,12.25,45.6445
23,12.5,44.4858
23.5,12.75,40.487
24,13,33.5802
24.5,13.25,22.8109
25,13.5,28.8771
25.5,13.75,35.2614
26,14,34.8525
26.5,14.25,34.8752
27,14.5,35.2842
27.5,14.75,35.3296
28,15,35.3523
28.5,15.25,34.807
29,15.5,34.8752
29.5,15.75,34.7843
30,16,35.2842
30.5,16.25,34.8298
31,16.5,35.1024
31.5,16.75,34.8298
32,17,35.1251
32.5,17.25,34.5798
33,17.5,34.3526
33.5,17.75,33.7165
34,18,32.535
34.5,18.25,31.0128
35,18.5,27.1731
35.5,18.75,23.0608
36,19,17.2445
36.5,19.25,12.1098
37,19.5,19.6074
37.5,19.75,23.4243
38,20,23.288
38.5,20.25,23.0154
39,20.5,23.2426
39.5,20.75,23.1744
40,21,23.1062
40.5,21.25,22.9472
41,21.5,22.9926
41.5,21.75,23.1971
42,22,22.4474
42.5,22.25,22.7882
43,22.5,22.3792
43.5,22.75,22.0838
44,23,20.8115
44.5,23.25,19.7891
45,23.5,17.6307
45.5,23.75,15.7904
46,24,12.5869
46.5,24.25,9.29248
47,24.5,6.17984
47.5,24.75,10.8602
48,25,11.4054
48.5,25.25,11.2691
49,25.5,11.4509
49.5,25.75,11.3827
50,26,11.2691
50.5,26.25,11.4509
51,26.5,11.4054
51.5,26.75,11.2237
52,27,11.4736
52.5,27.25,11.3827
53,27.5,11.4736
53.5,27.75,11.4736
54,28,11.4054
54.5,28.25,11.36
55,28.5,11.4509
55.5,28.75,11.3827
56,29,11.2464
56.5,29.25,11.4509
57,29.5,11.4282
57.5,29.75,11.2691
58,30,11.4282
58.5,30.25,11.4054
59,30.5,11.2691
59.5,30.75,11.3827
60,31,11.4282
60.5,31.25,11.4282
61,31.5,11.2691
61.5,31.75,11.4736
62,32,11.2918
62.5,32.25,11.3146
63,32.5,11.4282
63.5,32.75,11.2691
64,33,11.4054
64.5,33.25,11.2691
65,33.5,11.2464
65.5,33.75,11.2237
66,34,11.4054
66.5,34.25,11.2691
67,34.5,11.2464
67.5,34.75,11.4054
68,35,11.2691
68.5,35.25,11.2918
69,35.5,11.4054
69.5,35.75,11.2237
70,36,11.1328
70.5,36.25,11.0874
71,36.5,11.2464
71.5,36.75,10.951
72,37,10.7011
72.5,37.25,10.7466
73,37.5,10.633
73.5,37.75,10.1558
74,38,10.1558
74.5,38.25,9.67872
75,38.5,9.26976
75.5,38.75,8.56544
76,39,7.97472
76.5,39.25,7.40672
77,39.5,5.4528
77.5,39.75,4.3168
78,40,4.6576
78.5,40.25,4.61216
79,40.5,5.40736
79.5,40.75,5.29376
