time_s,distance_m,throughput_mbps
1,1.5,53.233
1.5,1.75,59.2765
2,2,59.0493
2.5,2.25,59.5718
3,2.5,59.5491
3.5,2.75,59.5718
4,3,59.481
4.5,3.25,59.5946
5,3.5,59.5946
5.5,3.75,59.481
6,4,59.5718
6.5,4.25,59.4128
7,4.5,59.4582
7.5,4.75,59.4582
8,5,59.5491
8.5,5.25,59.4355
9,5.5,59.5037
9.5,5.75,59.5037
10,6,59.5264
10.5,6.25,59.5037
11,6.5,59.5037
11.5,6.75,59.5264
12,7,59.5264
12.5,7.25,59.5037
13,7.5,59.3901
13.5,7.75,59.5264
14,8,59.5491
14.5,8.25,59.5037
15,8.5,59.5037
15.5,8.75,59.5037
16,9,59.5946
16.5,9.25,59.5037
17,9.5,59.4355
17.5,9.75,59.3219
18,10,58.2314
18.5,10.25,56.8
19,10.5,54.8461
19.5,10.75,50.0749
20,11,52.7104
20.5,11.25,50.7792
21,11.5,45.6899
21.5,11.75,45.9626
22,12,46.576
22.5,12.25,45.6672
23,12.5,43.327
23.5,12.75,41.464
24,13,32.8077
24.5,13.25,23.9923
25,13.5,22.6746
25.5,13.75,23.3789
26,14,23.2653
26.5,14.25,23.6288
27,14.5,22.9472
27.5,14.75,23.6288
28,15,23.1971
28.5,15.25,23.3562
29,15.5,23.4016
29.5,15.75,23.447
30,16,22.9245
30.5,16.25,23.6061
31,16.5,23.1062
31.5,16.75,23.2426
32,17,23.3334
32.5,17.25,23.3562
33,17.5,23.2653
33.5,17.75,23.1971
34,18,23.5379
34.5,18.25,23.3107
35,18.5,23.4698
35.5,18.75,23.3789
36,19,22.9018
36.5,19.25,23.2426
37,19.5,23.4243
37.5,19.75,23.2198
38,20,23.3334
38.5,20.25,23.1517
39,20.5,23.1744
39.5,20.75,23.129
40,21,23.2198
40.5,21.25,22.8336
41,21.5,23.5834
41.5,21.75,22.879
42,22,22.9472
42.5,22.25,22.6518
43,22.5,21.8566
43.5,22.75,22.0384
44,23,20.6979
44.5,23.25,19.5392
45,23.5,17.6307
45.5,23.75,15.7222
46,24,12.496
46.5,24.25,10.633
47,24.5,17.1309
47.5,24.75,17.1309
48,25,17.2672
48.5,25.25,17.1763
49,25.5,17.2899
49.5,25.75,17.1309
50,26,17.1536
50.5,26.25,17.3354
51,26.5,17.2672
51.5,26.75,17.1309
52,27,17.1309
52.5,27.25,17.2899
53,27.5,17.1309
53.5,27.75,17.1536
54,28,17.2445
54.5,28.25,17.04
55,28.5,17.1082
55.5,28.75,17.3581
56,29,16.9264
56.5,29.25,16.9491
57,29.5,16.6992
57.5,29.75,16.5856
58,30,16.1539
58.5,30.25,16.1766
59,30.5,15.177
59.5,30.75,14.4726
60,31,13.5184
60.5,31.25,11.7917
61,31.5,10.3376
61.5,31.75,8.81536
62,32,8.76992
62.5,32.25,11.36
63,32.5,11.2691
63.5,32.75,11.2464
64,33,11.3827
64.5,33.25,11.2464
65,33.5,11.4054
65.5,33.75,11.2918
66,34,11.2691
66.5,34.25,11.3827
67,34.5,11.2691
67.5,34.75,11.2918
68,35,11.36
68.5,35.25,11.2918
69,35.5,11.2237
69.5,35.75,11.3146
70,36,11.2691
70.5,36.25,11.0646
71,36.5,11.0646
71.5,36.75,11.0646
72,37,10.9738
72.5,37.25,10.8374
73,37.5,10.633
73.5,37.75,10.4512
74,38,10.4739
74.5,38.25,9.86048
75,38.5,9.40608
75.5,38.75,8.33824
76,39,7.6112
76.5,39.25,6.9296
77,39.5,5.54368
77.5,39.75,4.33952
78,40,3.7488
78.5,40.25,5.08928
79,40.5,5.40736
79.5,40.75,5.36192
