time_s,distance_m,throughput_mbps
1,1.5,53.3693
1.5,1.75,59.0038
2,2,59.4355
2.5,2.25,59.4355
3,2.5,59.5491
3.5,2.75,59.4582
4,3,59.5491
4.5,3.25,59.5037
5,3.5,59.5037
5.5,3.75,59.4355
6,4,59.481
6.5,4.25,59.5491
7,4.5,59.5037
7.5,4.75,59.481
8,5,59.4582
8.5,5.25,59.5264
9,5.5,59.4582
9.5,5.75,59.5264
10,6,59.4582
10.5,6.25,59.481
11,6.5,59.481
11.5,6.75,59.4582
12,7,59.5718
12.5,7.25,59.5037
13,7.5,59.5491
13.5,7.75,59.481
14,8,59.481
14.5,8.25,59.5491
15,8.5,59.5037
15.5,8.75,59.5037
16,9,59.481
16.5,9.25,59.481
17,9.5,59.4582
17.5,9.75,59.3219
18,10,58.7994
18.5,10.25,56.7773
19,10.5,54.0736
19.5,10.75,50.6202
20,11,52.6877
20.5,11.25,51.0746
21,11.5,44.304
21.5,11.75,46.9622
22,12,46.7578
22.5,12.25,45.4854
23,12.5,43.9405
23.5,12.75,40.4416
24,13,33.5347
24.5,13.25,22.8336
25,13.5,35.1251
25.5,13.75,35.5795
26,14,34.8752
26.5,14.25,35.1024
27,14.5,35.1478
27.5,14.75,35.1251
28,15,35.2842
28.5,15.25,35.375
29,15.5,34.807
29.5,15.75,34.8752
30,16,34.8298
30.5,16.25,34.8525
31,16.5,35.4659
31.5,16.75,34.8979
32,17,34.9661
32.5,17.25,34.3754
33,17.5,34.1254
33.5,17.75,33.7165
34,18,32.8986
34.5,18.25,30.6038
35,18.5,27.1958
35.5,18.75,24.4013
36,19,17.1082
36.5,19.25,11.9734
37,19.5,22.4019
37.5,19.75,23.1062
38,20,23.2426
38.5,20.25,23.2426
39,20.5,23.1971
39.5,20.75,23.3334
40,21,23.0608
40.5,21.25,23.1971
41,21.5,23.0381
41.5,21.75,22.9699
42,22,23.0835
42.5,22.25,22.6291
43,22.5,22.0838
43.5,22.75,21.3568
44,23,21.4931
44.5,23.25,19.471
45,23.5,18.1987
45.5,23.75,15.2224
46,24,12.3824
46.5,24.25,9.97408
47,24.5,14.4045
47.5,24.75,17.3126
48,25,17.1536
48.5,25.25,17.1309
49,25.5,17.1309
49.5,25.75,17.1309
50,26,17.4717
50.5,26.25,17.1309
51,26.5,17.1536
51.5,26.75,17.1082
52,27,17.2672
52.5,27.25,17.1536
53,27.5,17.3126
53.5,27.75,17.2218
54,28,17.2445
54.5,28.25,17.04
55,28.5,17.0854
55.5,28.75,17.1082
56,29,17.1082
56.5,29.25,16.7219
57,29.5,17.0854
57.5,29.75,16.7446
58,30,15.8813
58.5,30.25,15.9722
59,30.5,15.0634
59.5,30.75,14.359
60,31,13.1322
60.5,31.25,12.2688
61,31.5,10.3376
61.5,31.75,8.70176
62,32,6.38432
62.5,32.25,4.58944
63,32.5,4.3168
63.5,32.75,5.54368
64,33,8.13376
64.5,33.25,11.1101
65,33.5,11.2918
65.5,33.75,11.4054
66,34,11.2691
66.5,34.25,11.2464
67,34.5,11.2691
67.5,34.75,11.4054
68,35,11.2918
68.5,35.25,11.201
69,35.5,11.3373
69.5,35.75,11.2237
70,36,11.2237
70.5,36.25,11.1555
71,36.5,10.951
71.5,36.75,11.1782
72,37,10.9738
72.5,37.25,10.8829
73,37.5,10.7466
73.5,37.75,10.4058
74,38,10.1558
74.5,38.25,9.72416
75,38.5,8.52
75.5,38.75,8.31552
76,39,7.54304
76.5,39.25,7.20224
77,39.5,5.24832
77.5,39.75,4.68032
78,40,4.33952
78.5,40.25,5.08928
79,40.5,4.4304
79.5,40.75,5.38464
