time_s,distance_m,throughput_mbps
1,1.5,58.1859
1.5,1.75,59.5037
2,2,59.4355
2.5,2.25,59.4582
3,2.5,59.5037
3.5,2.75,59.481
4,3,59.5264
4.5,3.25,59.481
5,3.5,59.481
5.5,3.75,59.5037
6,4,59.481
6.5,4.25,59.5491
7,4.5,59.5491
7.5,4.75,59.5037
8,5,59.6173
8.5,5.25,59.5037
9,5.5,59.5491
9.5,5.75,59.5491
10,6,59.4128
10.5,6.25,59.5264
11,6.5,59.3674
11.5,6.75,59.5037
12,7,59.3901
12.5,7.25,59.5946
13,7.5,59.481
13.5,7.75,59.5264
14,8,59.481
14.5,8.25,59.5946
15,8.5,59.5037
15.5,8.75,59.4582
16,9,59.4582
16.5,9.25,59.481
17,9.5,59.5491
17.5,9.75,59.0038
18,10,59.1402
18.5,10.25,57.1635
19,10.5,54.1872
19.5,10.75,53.0739
20,11,52.6877
20.5,11.25,51.0064
21,11.5,47.9619
21.5,11.75,47.4621
22,12,47.0304
22.5,12.25,46.3261
23,12.5,44.1222
23.5,12.75,39.4419
24,13,35.6931
24.5,13.25,35.6477
25,13.5,35.6477
25.5,13.75,35.6931
26,14,35.6931
26.5,14.25,35.6704
27,14.5,35.7158
27.5,14.75,35.6931
28,15,35.6704
28.5,15.25,35.7158
29,15.5,35.6704
29.5,15.75,35.6704
30,16,35.6477
30.5,16.25,35.6704
31,16.5,35.6477
31.5,16.75,35.5795
32,17,35.5568
32.5,17.25,35.375
33,17.5,35.057
33.5,17.75,34.5571
34,18,33.2166
34.5,18.25,30.8992
35,18.5,25.401
35.5,18.75,23.7651
36,19,23.7424
36.5,19.25,23.7651
37,19.5,23.7651
37.5,19.75,23.7878
38,20,23.7197
38.5,20.25,23.8106
39,20.5,23.7878
39.5,20.75,23.7424
40,21,23.7424
40.5,21.25,23.7424
41,21.5,23.6515
41.5,21.75,23.5834
42,22,23.3334
42.5,22.25,23.3789
43,22.5,22.8109
43.5,22.75,22.2429
44,23,21.3341
44.5,23.25,19.7664
45,23.5,17.767
45.5,23.75,17.7443
46,24,17.7443
46.5,24.25,17.7443
47,24.5,17.7216
47.5,24.75,17.767
48,25,17.7443
48.5,25.25,17.7443
49,25.5,17.7443
49.5,25.75,17.7898
50,26,17.7216
50.5,26.25,17.767
51,26.5,17.7443
51.5,26.75,17.767
52,27,17.7216
52.5,27.25,17.767
53,27.5,17.7443
53.5,27.75,17.7216
54,28,17.7216
54.5,28.25,17.6989
55,28.5,17.6989
55.5,28.75,17.6989
56,29,17.5398
56.5,29.25,17.4035
57,29.5,17.3808
57.5,29.75,16.9037
58,30,16.3811
58.5,30.25,16.1994
59,30.5,15.6086
59.5,30.75,14.6317
60,31,13.4048
60.5,31.25,11.8144
61,31.5,11.8144
61.5,31.75,11.8144
62,32,11.7917
62.5,32.25,11.8144
63,32.5,11.7917
63.5,32.75,11.8144
64,33,11.7917
64.5,33.25,11.8371
65,33.5,11.769
65.5,33.75,11.769
66,34,11.8144
66.5,34.25,11.8144
67,34.5,11.8144
67.5,34.75,11.769
68,35,11.7917
68.5,35.25,11.7917
69,35.5,11.7917
69.5,35.75,11.7008
70,36,11.6326
70.5,36.25,11.6099
71,36.5,11.7008
71.5,36.75,11.4509
72,37,11.4736
72.5,37.25,11.1101
73,37.5,11.2464
73.5,37.75,10.9738
74,38,10.8602
74.5,38.25,10.224
75,38.5,9.74688
75.5,38.75,8.92896
76,39,7.52032
76.5,39.25,6.49792
77,39.5,5.7936
77.5,39.75,5.81632
78,40,5.7936
78.5,40.25,5.7936
79,40.5,5.7936
79.5,40.75,5.7936
