time_s,distance_m,throughput_mbps
1,1.5,54.7552
1.5,1.75,58.9811
2,2,59.2538
2.5,2.25,59.5037
3,2.5,59.5264
3.5,2.75,59.4582
4,3,59.4355
4.5,3.25,59.5491
5,3.5,59.5037
5.5,3.75,59.3901
6,4,59.5946
6.5,4.25,59.4582
7,4.5,59.5037
7.5,4.75,59.5718
8,5,59.5037
8.5,5.25,59.5718
9,5.5,59.5718
9.5,5.75,59.4582
10,6,59.481
10.5,6.25,59.4582
11,6.5,59.4355
11.5,6.75,59.4582
12,7,59.5718
12.5,7.25,59.5946
13,7.5,59.5491
13.5,7.75,59.5264
14,8,59.5264
14.5,8.25,59.5264
15,8.5,59.481
15.5,8.75,59.4355
16,9,59.4355
16.5,9.25,59.4355
17,9.5,59.3446
17.5,9.75,59.3674
18,10,58.913
18.5,10.25,57.0726
19,10.5,52.5514
19.5,10.75,50.0976
20,11,52.7331
20.5,11.25,50.0294
21,11.5,47.9619
21.5,11.75,44.0086
22,12,46.4397
22.5,12.25,45.849
23,12.5,43.3043
23.5,12.75,40.896
24,13,32.6941
24.5,13.25,21.0614
25,13.5,20.5843
25.5,13.75,23.1744
26,14,22.9472
26.5,14.25,23.2426
27,14.5,23.2653
27.5,14.75,22.9018
28,15,23.3789
28.5,15.25,23.1971
29,15.5,23.3107
29.5,15.75,23.8106
30,16,23.0608
30.5,16.25,23.3789
31,16.5,23.3562
31.5,16.75,23.288
32,17,23.2653
32.5,17.25,23.2198
33,17.5,23.2198
33.5,17.75,23.0154
34,18,23.4698
34.5,18.25,23.2198
35,18.5,23.5152
35.5,18.75,23.1971
36,19,23.2426
36.5,19.25,23.2653
37,19.5,23.2198
37.5,19.75,23.5834
38,20,22.9472
38.5,20.25,23.1744
39,20.5,23.0381
39.5,20.75,23.1744
40,21,23.0154
40.5,21.25,23.2426
41,21.5,23.1062
41.5,21.75,22.8563
42,22,22.8563
42.5,22.25,22.9472
43,22.5,22.0611
43.5,22.75,21.584
44,23,20.6525
44.5,23.25,19.471
45,23.5,17.4035
45.5,23.75,15.8358
46,24,11.6781
46.5,24.25,8.99712
47,24.5,9.92864
47.5,24.75,17.3581
48,25,17.0854
48.5,25.25,17.1309
49,25.5,17.1309
49.5,25.75,17.2899
50,26,17.1309
50.5,26.25,17.2899
51,26.5,17.1536
51.5,26.75,17.1536
52,27,17.2672
52.5,27.25,17.1536
53,27.5,17.2445
53.5,27.75,17.1763
54,28,17.2218
54.5,28.25,17.1082
55,28.5,17.2672
55.5,28.75,16.9491
56,29,16.8355
56.5,29.25,16.7446
57,29.5,16.7901
57.5,29.75,16.6765
58,30,16.1766
58.5,30.25,15.7904
59,30.5,15.495
59.5,30.75,14.3136
60,31,13.6774
60.5,31.25,12.1779
61,31.5,10.224
61.5,31.75,8.24736
62,32,6.61152
62.5,32.25,4.36224
63,32.5,4.04416
63.5,32.75,5.4528
64,33,8.99712
64.5,33.25,11.2464
65,33.5,11.2691
65.5,33.75,11.4282
66,34,11.2237
66.5,34.25,11.2691
67,34.5,11.3827
67.5,34.75,11.2237
68,35,11.2918
68.5,35.25,11.3146
69,35.5,11.2464
69.5,35.75,11.2237
70,36,11.1101
70.5,36.25,11.1555
71,36.5,11.1555
71.5,36.75,10.633
72,37,10.8602
72.5,37.25,10.633
73,37.5,10.792
73.5,37.75,10.633
74,38,9.90592
74.5,38.25,9.74688
75,38.5,9.17888
75.5,38.75,8.36096
76,39,8.20192
76.5,39.25,6.45248
77,39.5,5.4528
77.5,39.75,4.63488
78,40,4.49856
78.5,40.25,5.06656
79,40.5,5.36192
79.5,40.75,5.4528
