time_s,distance_m,throughput_mbps
1,1.5,52.0515
1.5,1.75,57.6179
2,2,59.5264
2.5,2.25,59.5264
3,2.5,59.5491
3.5,2.75,59.5491
4,3,59.5037
4.5,3.25,59.5491
5,3.5,59.6173
5.5,3.75,59.5491
6,4,59.5264
6.5,4.25,59.5946
7,4.5,59.481
7.5,4.75,59.5491
8,5,59.5264
8.5,5.25,59.481
9,5.5,59.64
9.5,5.75,59.481
10,6,59.5264
10.5,6.25,59.5037
11,6.5,59.4582
11.5,6.75,59.4355
12,7,59.481
12.5,7.25,59.4355
13,7.5,59.4128
13.5,7.75,59.5718
14,8,59.5718
14.5,8.25,59.5264
15,8.5,59.5718
15.5,8.75,59.5718
16,9,59.5718
16.5,9.25,59.4355
17,9.5,59.3446
17.5,9.75,59.2765
18,10,59.0038
18.5,10.25,57.2771
19,10.5,54.0963
19.5,10.75,50.6883
20,11,52.5514
20.5,11.25,51.1882
21,11.5,45.3264
21.5,11.75,46.6896
22,12,46.735
22.5,12.25,45.7581
23,12.5,43.6451
23.5,12.75,40.4189
24,13,32.7622
24.5,13.25,26.1734
25,13.5,35.2614
25.5,13.75,34.8525
26,14,34.8752
26.5,14.25,35.2842
27,14.5,35.0342
27.5,14.75,35.1478
28,15,35.1251
28.5,15.25,34.8752
29,15.5,35.1706
29.5,15.75,35.2614
30,16,35.3069
30.5,16.25,35.1024
31,16.5,34.8752
31.5,16.75,34.7389
32,17,34.6707
32.5,17.25,34.7162
33,17.5,34.2845
33.5,17.75,33.6256
34,18,32.1942
34.5,18.25,30.8992
35,18.5,28.0365
35.5,18.75,22.561
36,19,18.1306
36.5,19.25,11.2691
37,19.5,22.5837
37.5,19.75,23.3334
38,20,23.0835
38.5,20.25,23.1744
39,20.5,23.1517
39.5,20.75,23.1971
40,21,23.1517
40.5,21.25,22.8563
41,21.5,23.3107
41.5,21.75,23.0381
42,22,22.9699
42.5,22.25,22.9018
43,22.5,22.152
43.5,22.75,21.5386
44,23,21.2659
44.5,23.25,19.3347
45,23.5,17.9488
45.5,23.75,15.4496
46,24,12.1779
46.5,24.25,9.13344
47,24.5,5.40736
47.5,24.75,3.77152
48,25,10.0422
48.5,25.25,11.3146
49,25.5,11.2691
49.5,25.75,11.6099
50,26,11.2464
50.5,26.25,11.4509
51,26.5,11.4054
51.5,26.75,11.4736
52,27,11.3373
52.5,27.25,11.4736
53,27.5,11.3827
53.5,27.75,11.2691
54,28,11.4736
54.5,28.25,11.3827
55,28.5,11.4736
55.5,28.75,11.4509
56,29,11.4282
56.5,29.25,11.4509
57,29.5,11.2691
57.5,29.75,11.5872
58,30,11.36
58.5,30.25,11.2464
59,30.5,11.5872
59.5,30.75,11.4509
60,31,11.36
60.5,31.25,11.4054
61,31.5,11.4054
61.5,31.75,11.2691
62,32,11.3827
62.5,32.25,11.4054
63,32.5,11.2691
63.5,32.75,11.3146
64,33,11.36
64.5,33.25,11.2691
65,33.5,11.4509
65.5,33.75,11.2691
66,34,11.2691
66.5,34.25,11.3827
67,34.5,11.2464
67.5,34.75,11.2918
68,35,11.36
68.5,35.25,11.2464
69,35.5,11.201
69.5,35.75,11.2237
70,36,11.1782
70.5,36.25,11.3373
71,36.5,11.0646
71.5,36.75,10.951
72,37,10.951
72.5,37.25,10.7693
73,37.5,10.7693
73.5,37.75,10.3376
74,38,9.83776
74.5,38.25,9.72416
75,38.5,9.47424
75.5,38.75,8.9744
76,39,8.11104
76.5,39.25,6.90688
77,39.5,5.88448
77.5,39.75,4.24864
78,40,4.6576
78.5,40.25,5.43008
79,40.5,4.56672
79.5,40.75,5.31648
