time_s,distance_m,throughput_mbps
1,4,56.3229
1.5,5.5,59.5718
2,7,58.6176
2.5,8.5,59.5491
3,10,59.3901
3.5,11.5,47.7574
4,13,36.3293
4.5,14.5,33.3984
5,16,35.3069
5.5,17.5,34.6707
6,19,27.4003
6.5,20.5,19.0166
7,22,23.0835
7.5,23.5,20.3798
8,23,15.0634
8.5,21.5,22.7882
9,20,22.8563
9.5,18.5,23.3789
10,17,23.3789
10.5,18.5,23.3107
11,20,23.2198
11.5,21.5,23.2198
12,23,22.4701
12.5,21.5,22.152
13,20,23.2198
13.5,18.5,22.9472
14,17,23.4243
14.5,18.5,23.5152
15,20,23.129
15.5,21.5,23.1971
16,23,22.2202
16.5,23.5,16.2902
17,22,20.8342
17.5,20.5,23.1971
18,19,23.4925
18.5,17.5,22.9245
19,16,23.2198
19.5,14.5,23.697
20,13,23.1971
20.5,14.5,23.3789
21,16,23.129
21.5,17.5,23.6288
22,19,23.1062
22.5,20.5,23.5834
23,22,22.7882
23.5,23.5,20.7434
24,23,15.3133
24.5,21.5,22.2883
25,20,23.0608
25.5,18.5,23.3789
26,17,23.5379
26.5,18.5,23.5152
27,20,23.0608
27.5,21.5,23.1517
28,23,22.2883
28.5,23.5,16.0403
29,22,21.1296
29.5,20.5,22.7654
30,19,23.5152
30.5,17.5,23.6061
31,16,23.0608
31.5,14.5,23.4016
32,13,23.3107
32.5,14.5,23.3334
33,16,23.2653
33.5,17.5,23.6061
34,19,23.1744
34.5,17.5,23.129
35,16,23.3789
35.5,14.5,23.129
36,13,23.8106
36.5,14.5,23.0154
37,16,23.1971
37.5,17.5,23.1517
38,19,23.4016
38.5,20.5,23.0381
39,22,23.1062
39.5,23.5,20.607
