time_s,distance_m,throughput_mbps
1,2,56.2093
1.5,3.5,59.5946
2,5,59.0493
2.5,3.5,59.0493
3,2,59.481
3.5,0.5,59.5264
4,1,59.5264
4.5,2.5,59.5037
5,4,59.4582
5.5,5.5,59.5491
6,7,59.481
6.5,5.5,59.5946
7,4,59.5037
7.5,2.5,59.5264
8,1,59.5264
8.5,0.5,59.481
9,2,59.4582
9.5,3.5,59.481
10,5,59.481
10.5,6.5,59.5946
11,8,59.481
11.5,9.5,59.5491
12,11,53.0512
12.5,12.5,40.7824
13,14,27.3094
13.5,15.5,34.8298
14,17,35.2842
14.5,18.5,31.7398
15,20,15.2906
15.5,21.5,17.1536
16,23,17.5398
16.5,21.5,17.1536
17,20,17.1082
17.5,18.5,17.5398
18,17,17.1309
18.5,15.5,17.7443
19,14,17.3808
19.5,12.5,18.1306
20,11,17.8352
20.5,12.5,17.6989
21,14,18.0851
21.5,15.5,17.2445
22,17,16.9264
22.5,15.5,17.5171
23,14,17.5398
23.5,12.5,17.5171
24,11,18.017
24.5,12.5,18.0397
25,14,17.6989
25.5,15.5,18.4941
26,17,34.807
26.5,15.5,34.7162
27,14,35.1478
27.5,12.5,35.4432
28,11,35.057
28.5,12.5,35.6931
29,14,34.8525
29.5,15.5,35.2614
30,17,34.807
30.5,15.5,35.1478
31,14,35.1706
31.5,12.5,34.8298
32,11,35.5795
32.5,12.5,35.1251
33,14,35.057
33.5,15.5,35.4886
34,17,34.7616
34.5,15.5,35.3069
35,14,35.1478
35.5,12.5,34.8525
36,11,35.5114
36.5,9.5,36.0794
37,8,35.2842
37.5,6.5,35.7158
38,5,35.9203
38.5,6.5,35.3069
39,8,36.0794
39.5,9.5,35.7613
