episode,train_seed,train_throughput_mbps,mean_window_reward,total_reward,windows,packets,partial_windows,updates,loss,return_mean,return_std,return_min,return_max,gradient_norm,parameter_norm_before,parameter_norm_after,exploration_count,action_counts,validation_throughput_mbps,validation_probability,validation_zero_fraction,validation_longest_zero_run,gamma,epsilon,learning_rate,segment_count,segment_mean_throughput_mbps
1,774015,12.720754430379749,3.354965483028856,55098.598127782905,16423,230025,0,1,-0.11063797771930695,3.3549654483795166,6.495792865753174,0.0,144.97674560546875,0.4006446301937103,25.931163787841797,25.931127548217773,4988,1904 2035 2000 2162 2009 2185 1993 2136,nan,nan,nan,nan,0.99,0.3,0.0001,16423,11.604766923626835
2,774016,13.028193670886084,3.50401230644705,59098.67156053594,16866,233153,0,1,-0.11119847744703293,3.5040123462677,19.63935089111328,0.0,2412.141845703125,0.4119400084018707,25.931127548217773,25.931127548217773,5023,1888 2010 2076 2270 2041 2324 2014 2244,nan,nan,nan,nan,0.99,0.3,0.0001,16866,11.55607946166624
3,774017,12.987645189873426,3.444882883395011,56857.791990434656,16505,232090,0,1,-0.11322782933712006,3.444882869720459,6.579016208648682,0.0,118.58950805664062,0.4046952724456787,25.931127548217773,25.93117332458496,4932,1909 1967 1968 2132 2075 2284 1962 2209,nan,nan,nan,nan,0.99,0.3,0.0001,16505,11.765930167971103
4,774018,13.005186202531647,3.2732560745594608,56545.49868801468,17275,238090,0,1,-0.11513231694698334,3.2732560634613037,6.397159576416016,0.0,28.280590057373047,0.4042585492134094,25.93117332458496,25.931291580200195,5153,1928 2054 2123 2231 2141 2401 2043 2355,nan,nan,nan,nan,0.99,0.3,0.0001,17275,11.266748685487544
5,774019,13.15675000000001,3.8272479935194283,66131.0180800222,17279,234416,0,1,-0.11754531413316727,3.8272478580474854,40.57040786743164,0.0,3992.1826171875,0.41408833861351013,25.931291580200195,25.931472778320312,5204,1938 2121 2050 2236 2169 2395 2068 2303,nan,nan,nan,nan,0.99,0.3,0.0001,17279,11.410510921452302
6,774020,13.09333582278482,6.86603749498514,113234.69036729494,16492,233895,0,1,-0.11882265657186508,6.866037368774414,432.00897216796875,0.0,55476.65625,0.4096699357032776,25.931472778320312,25.931705474853516,4960,1775 1917 2050 2232 2037 2244 1955 2283,nan,nan,nan,nan,0.99,0.3,0.0001,16492,11.896031811955101
7,774021,12.965498227848103,3.4104264266424034,57192.851174793104,16770,233216,0,1,-0.12090009450912476,3.410426378250122,6.984681129455566,0.0,305.1787109375,0.41729936003685,25.931705474853516,25.931983947753906,5061,1822 1997 2012 2160 2139 2288 2019 2334,nan,nan,nan,nan,0.99,0.3,0.0001,16770,11.569229209901659
8,774022,13.170986202531655,3.418106189942782,57984.75340618935,16964,239527,0,1,-0.12248260527849197,3.4181060791015625,6.573750019073486,0.0,28.280620574951172,0.41248539090156555,25.931983947753906,25.932315826416016,5068,1864 1991 2093 2078 2061 2412 2032 2434,nan,nan,nan,nan,0.99,0.3,0.0001,16964,11.598895942991918
9,774023,13.227208101265818,3.453176358557561,58037.535058276924,16807,233818,0,1,-0.12489894032478333,3.453176259994507,6.550863265991211,0.0,28.280620574951172,0.414243221282959,25.932315826416016,25.932701110839844,5037,1783 1978 1980 2241 2124 2418 1977 2307,nan,nan,nan,nan,0.99,0.3,0.0001,16807,11.750703949644837
10,774024,12.950401518987345,3.5686891907259315,60467.86964766018,16944,238460,0,1,-0.12536266446113586,3.5686893463134766,29.07835578918457,0.0,3692.40234375,0.41542282700538635,25.932701110839844,25.933141708374023,5034,1807 1983 1978 2168 2200 2314 2043 2452,nan,nan,nan,nan,0.99,0.3,0.0001,16944,11.443000345319449
