episode,train_seed,train_throughput_mbps,mean_window_reward,total_reward,windows,packets,partial_windows,updates,loss,return_mean,return_std,return_min,return_max,gradient_norm,parameter_norm_before,parameter_norm_after,exploration_count,action_counts,validation_throughput_mbps,validation_probability,validation_zero_fraction,validation_longest_zero_run,gamma,epsilon,learning_rate,segment_count,segment_mean_throughput_mbps
247,774261,41.69761025641026,15.159246108309732,115270.9074075872,7604,160299,0,1,-0.02840241976082325,15.159246444702148,10.240105628967285,0.0,28.280620574951172,0.058935388922691345,26.51502227783203,26.516550064086914,2222,284 278 286 544 2506 270 307 3130,nan,nan,nan,nan,0.99,0.3,0.0001,7604,39.568819607369825
248,774262,50.263053846153866,20.729224604708676,152007.40402632873,7333,176009,0,1,-0.00995367020368576,20.729225158691406,9.56391716003418,0.0,28.280744552612305,0.056072067469358444,26.516550064086914,26.51799964904785,2150,285 273 270 284 775 267 296 4884,nan,nan,nan,nan,0.99,0.3,0.0001,7333,49.02814108649489
249,774263,26.883591025641024,22.779448691918336,188682.17351515958,8283,140218,0,1,-0.03601336106657982,22.779451370239258,763.2029418945312,0.0,63399.25390625,0.06331638246774673,26.51799964904785,26.51946258544922,2489,299 311 324 3036 2402 357 352 1203,nan,nan,nan,nan,0.99,0.3,0.0001,8283,24.47312601142339
250,774264,50.16634615384613,20.800536428508455,152384.72987525293,7326,176368,0,1,-0.011413601227104664,20.800535202026367,9.535082817077637,0.0,28.280744552612305,0.05919869244098663,26.51946258544922,26.520858764648438,2208,285 306 299 294 577 273 296 4997,nan,nan,nan,nan,0.99,0.3,0.0001,7326,49.233359085390326
251,774265,51.167471794871815,21.484796381824324,157096.83114389947,7312,179267,0,1,-0.015179349109530449,21.48479652404785,9.254855155944824,0.0,28.280744552612305,0.051595740020275116,26.520858764648438,26.522201538085938,2163,274 254 269 278 502 294 294 5148,nan,nan,nan,nan,0.99,0.3,0.0001,7312,50.24087094163632
252,774266,34.07417307692308,31.728331256864845,253477.63841109324,7989,150651,0,1,-0.03803728148341179,31.728330612182617,1308.4178466796875,0.0,103987.59375,0.049565110355615616,26.522201538085938,26.523550033569336,2360,283 294 321 1985 2290 317 337 2163,nan,nan,nan,nan,0.99,0.3,0.0001,7989,31.251080843324992
253,774267,36.79183846153846,16.380086693957676,129435.44505565356,7902,154853,0,1,-0.038337934762239456,16.38008689880371,260.5276184082031,0.0,22368.333984375,0.05637669935822487,26.523550033569336,26.524913787841797,2356,317 296 279 1773 1914 315 336 2673,nan,nan,nan,nan,0.99,0.3,0.0001,7902,33.66752366753817
254,774268,43.539380769230775,16.211388419108783,122622.94200213884,7564,163761,0,1,-0.03341781347990036,16.211387634277344,10.40197467803955,0.0,28.280744552612305,0.0596989206969738,26.524913787841797,26.526290893554688,2280,306 295 280 608 1888 328 313 3547,nan,nan,nan,nan,0.99,0.3,0.0001,7564,41.27891264896525
255,774269,35.214549999999996,24.77661316271247,196057.33995654376,7913,150664,0,1,-0.03602197393774986,24.776609420776367,1164.0682373046875,0.0,103563.8984375,0.05575603246688843,26.526290893554688,26.527690887451172,2325,308 314 315 1966 1966 310 291 2444,nan,nan,nan,nan,0.99,0.3,0.0001,7913,32.39623486650905
256,774270,36.93222692307692,12.56478594203005,98834.60622000837,7866,153846,0,1,-0.03392190486192703,12.564785957336426,10.58734130859375,0.0,28.280744552612305,0.06316806375980377,26.527690887451172,26.52910614013672,2329,320 291 286 1982 1614 318 328 2728,nan,nan,nan,nan,0.99,0.3,0.0001,7866,33.88337865749164
257,774271,45.16677948717949,17.670104202897,133179.5753772347,7537,168430,0,1,-0.03384682163596153,17.67010498046875,10.79184627532959,0.0,28.280744552612305,0.05543502792716026,26.52910614013672,26.53054428100586,2272,299 302 282 891 992 315 321 4136,nan,nan,nan,nan,0.99,0.3,0.0001,7537,43.28088050866792
258,774272,42.262989743589735,15.591572279594741,118901.3302041895,7626,164389,0,1,-0.017195187509059906,15.591572761535645,10.213878631591797,0.0,28.280744552612305,0.051213961094617844,26.53054428100586,26.53192901611328,2345,285 273 294 332 2512 358 298 3275,nan,nan,nan,nan,0.99,0.3,0.0001,7626,40.19479442591842
259,774273,30.201001282051283,9.97707278688478,80644.67933638967,8083,141984,0,1,-0.03449379280209541,9.977072715759277,111.08023071289062,0.0,9970.5712890625,0.05927560478448868,26.53192901611328,26.533327102661133,2417,299 336 295 1847 3379 341 342 1245,nan,nan,nan,nan,0.99,0.3,0.0001,8083,27.428125282038287
260,774274,33.65735,10.441461762622676,82790.3503158352,7929,147810,0,1,-0.03382809832692146,10.441460609436035,8.557073593139648,0.0,28.280744552612305,0.06269858777523041,26.533327102661133,26.534740447998047,2478,297 317 312 910 3836 342 351 1565,nan,nan,nan,nan,0.99,0.3,0.0001,7929,30.948155076752858
261,774275,36.799992307692285,12.7143005000873,100366.68814768914,7894,154941,0,1,-0.03711143136024475,12.714301109313965,10.92676830291748,0.0,28.280744552612305,0.06452186405658722,26.534740447998047,26.536165237426758,2428,320 307 311 1940 1607 296 329 2785,nan,nan,nan,nan,0.99,0.3,0.0001,7894,33.76265719073824
262,774276,31.77974615384615,18.636221644278717,149965.67557151083,8047,144607,0,1,-0.033993031829595566,18.63622283935547,710.0965576171875,0.0,63397.6484375,0.05175548046827316,26.536165237426758,26.53760528564453,2423,330 304 300 2268 2431 358 350 1707,nan,nan,nan,nan,0.99,0.3,0.0001,8047,28.802665768753528
263,774277,34.55101025641026,12.06824316141087,95713.2365131496,7931,148935,0,1,-0.03257229924201965,12.068242073059082,77.6720962524414,0.0,6871.43896484375,0.06062028929591179,26.53760528564453,26.539058685302734,2381,301 293 300 2107 2039 305 364 2223,nan,nan,nan,nan,0.99,0.3,0.0001,7931,31.610183050369546
264,774278,35.26610769230768,19.827157138242672,157150.04747771143,7926,151761,0,1,-0.03276490792632103,19.82715606689453,681.0692138671875,0.0,60385.01171875,0.054886672645807266,26.539058685302734,26.54051399230957,2334,299 281 302 1687 2434 328 353 2243,nan,nan,nan,nan,0.99,0.3,0.0001,7926,32.275916267399055
265,774279,36.31704615384616,12.149980905892606,94976.40074136251,7817,152161,0,1,-0.03443419560790062,12.149981498718262,9.744132041931152,0.0,28.280744552612305,0.06753857433795929,26.54051399230957,26.541996002197266,2351,307 293 294 1116 2865 333 344 2266,nan,nan,nan,nan,0.99,0.3,0.0001,7817,33.910741384324446
266,774280,45.98032692307693,18.13084082848935,135781.86696455674,7489,169355,0,1,-0.02894904650747776,18.130842208862305,10.500840187072754,0.0,28.280744552612305,0.0732375979423523,26.541996002197266,26.54349136352539,2206,284 291 288 759 1010 321 313 4224,nan,nan,nan,nan,0.99,0.3,0.0001,7489,44.353505344747724
267,774281,51.97519999999999,22.106323402178855,161132.99127848167,7289,180945,0,1,0.0029076363425701857,22.1063232421875,9.00485610961914,0.34035417437553406,28.280744552612305,0.1251554638147354,26.54349136352539,26.544904708862305,2165,251 262 276 295 299 288 287 5332,nan,nan,nan,nan,0.99,0.3,0.0001,7289,51.17401893446254
268,774282,38.845378205128206,14.590422312701092,113528.0760151272,7781,158619,0,1,-0.029080992564558983,14.590421676635742,63.732154846191406,0.0,5554.67724609375,0.05937054380774498,26.544904708862305,26.54633331298828,2394,324 294 285 1404 1775 332 339 3029,nan,nan,nan,nan,0.99,0.3,0.0001,7781,36.381200543907866
269,774283,37.39769487179487,23.29726018936299,182650.51988460583,7840,156503,0,1,-0.030444281175732613,23.297256469726562,882.4987182617188,0.0,78129.75,0.05695793777704239,26.54633331298828,26.547771453857422,2365,309 282 265 1934 1457 323 342 2929,nan,nan,nan,nan,0.99,0.3,0.0001,7840,34.87921060331698
270,774284,41.735473076923086,15.069976229046846,115255.17819975028,7648,162199,0,1,-0.0325847752392292,15.069974899291992,10.361385345458984,0.0,28.280744552612305,0.0672338604927063,26.547771453857422,26.549240112304688,2278,270 285 306 694 2200 324 383 3187,nan,nan,nan,nan,0.99,0.3,0.0001,7648,39.19245313968249
271,774285,36.37034871794871,29.861457710863213,235338.14821931298,7881,154136,0,1,-0.03281117603182793,29.86145782470703,1562.0086669921875,0.0,138685.328125,0.065810926258564,26.549240112304688,26.55072784423828,2398,295 311 309 1609 2192 339 321 2506,nan,nan,nan,nan,0.99,0.3,0.0001,7881,33.4998538235594
272,774286,44.95588846153848,17.833294619492605,135122.87333189548,7577,167591,0,1,-0.028786195442080498,17.833295822143555,43.32642364501953,0.0,3662.05419921875,0.07489616423845291,26.55072784423828,26.552230834960938,2273,305 288 294 1229 690 291 301 4180,nan,nan,nan,nan,0.99,0.3,0.0001,7577,42.44855927673602
273,774287,40.40752435897436,14.410526683502484,110845.77124950111,7692,159363,0,1,-0.034451115876436234,14.410526275634766,10.415884017944336,0.0,28.280683517456055,0.07142702490091324,26.552230834960938,26.55376625061035,2296,294 280 280 1001 2103 336 344 3055,nan,nan,nan,nan,0.99,0.3,0.0001,7692,37.95203889712317
274,774288,36.975341025641015,132.41344709588824,1039842.8000440104,7853,155657,0,1,-0.02263866364955902,132.4134521484375,10046.025390625,0.0,889131.5,0.06621411442756653,26.55376625061035,26.555288314819336,2340,306 283 336 1560 2042 296 335 2696,nan,nan,nan,nan,0.99,0.3,0.0001,7853,34.508589981046704
275,774289,35.821867948717944,11.951541005292707,94488.88318784414,7906,153638,0,1,-0.03160352632403374,11.951541900634766,10.241965293884277,0.0,28.280651092529297,0.0705760195851326,26.555288314819336,26.556838989257812,2355,285 297 289 1849 1972 364 378 2473,nan,nan,nan,nan,0.99,0.3,0.0001,7906,32.916617468580654
276,774290,34.30807692307692,12.152532820279571,96199.44980533309,7916,149648,0,1,-0.027048951014876366,12.152533531188965,63.96376037597656,0.0,4255.80322265625,0.06349647045135498,26.556838989257812,26.55839729309082,2372,309 309 308 1682 2469 334 387 2119,nan,nan,nan,nan,0.99,0.3,0.0001,7916,31.837074918148012
277,774291,47.24070897435895,18.87053088122302,140396.74975629925,7440,171849,0,1,-0.017462825402617455,18.87053108215332,10.139095306396484,0.0,28.280744552612305,0.0702955573797226,26.55839729309082,26.559921264648438,2194,282 274 283 311 1388 297 303 4303,nan,nan,nan,nan,0.99,0.3,0.0001,7440,45.755715471928134
278,774292,31.87878974358973,20.97231268697489,170274.20670554915,8119,148204,0,1,-0.02686801180243492,20.972314834594727,896.5383911132812,0.0,80606.4140625,0.07784028351306915,26.559921264648438,26.561452865600586,2451,337 280 285 3120 1181 327 346 2244,nan,nan,nan,nan,0.99,0.3,0.0001,8119,28.741267619361853
279,774293,41.343114102564094,14.9825388271806,114886.10772682083,7668,160779,0,1,-0.02930591069161892,14.982538223266602,10.579608917236328,0.0,28.280744552612305,0.07526786625385284,26.561452865600586,26.563013076782227,2274,281 306 275 1028 1881 323 359 3216,nan,nan,nan,nan,0.99,0.3,0.0001,7668,38.75403452013838
280,774294,45.551846153846164,17.58730687469182,132326.89692518124,7524,167986,0,1,-0.033249035477638245,17.587305068969727,10.659139633178711,0.0,28.280744552612305,0.08215010166168213,26.563013076782227,26.56460952758789,2313,287 276 294 717 1304 341 337 3969,nan,nan,nan,nan,0.99,0.3,0.0001,7524,43.24556066829492
281,774295,39.66212820512823,26.31276329804652,204660.67293220584,7778,158585,0,1,-0.0228240005671978,26.312763214111328,1034.264404296875,0.0,91183.96875,0.09562551230192184,26.56460952758789,26.56620979309082,2318,301 330 291 1671 1381 297 309 3199,nan,nan,nan,nan,0.99,0.3,0.0001,7778,36.72897606064984
282,774296,46.001303846153846,18.065188067398996,135886.34464297525,7522,171191,0,1,-0.02811526693403721,18.065189361572266,10.553301811218262,0.0,28.280744552612305,0.08629067987203598,26.56620979309082,26.567827224731445,2286,272 261 272 791 1020 310 395 4202,nan,nan,nan,nan,0.99,0.3,0.0001,7522,44.1091830449046
283,774297,28.55787820512821,15.3757747414847,126158.23175388196,8205,141200,0,1,-0.0262747872620821,15.375776290893555,325.0406799316406,0.0,20602.365234375,0.0760754942893982,26.567827224731445,26.56944465637207,2464,353 314 309 3544 1250 344 382 1710,nan,nan,nan,nan,0.99,0.3,0.0001,8205,25.995824795931522
284,774298,37.223228205128194,17.74542291388038,139017.6431073389,7834,154395,0,1,-0.025762422010302544,17.745424270629883,249.4474334716797,0.0,18163.34765625,0.06734751909971237,26.56944465637207,26.571062088012695,2363,310 293 327 2068 1250 322 362 2903,nan,nan,nan,nan,0.99,0.3,0.0001,7834,34.793975478494296
285,774299,50.19256025641027,20.791141038292306,152315.89924652944,7326,176983,0,1,-0.006204784847795963,20.791141510009766,9.4305419921875,0.0,28.280744552612305,0.12537235021591187,26.571062088012695,26.572641372680664,2197,285 264 274 281 631 342 396 4854,nan,nan,nan,nan,0.99,0.3,0.0001,7326,49.2452752913916
286,774300,26.139073076923076,15.150433390355724,125097.12850416721,8257,135565,0,1,-0.03255460038781166,15.150432586669922,631.5857543945312,0.0,56685.859375,0.07687877118587494,26.572641372680664,26.57424545288086,2458,326 309 299 2811 3086 315 376 736,nan,nan,nan,nan,0.99,0.3,0.0001,8257,23.488899788823435
287,774301,36.10732179487178,13.536904198898387,106995.69078809285,7904,153284,0,1,-0.02816314995288849,13.536904335021973,90.23046875,0.0,6420.62158203125,0.058779191225767136,26.57424545288086,26.575857162475586,2361,303 301 306 1326 2723 340 340 2266,nan,nan,nan,nan,0.99,0.3,0.0001,7904,33.01943888402122
288,774302,35.0543371794872,14.266039479839872,113243.82139096891,7938,151656,0,1,-0.03219408169388771,14.266039848327637,249.56593322753906,0.0,22229.185546875,0.07499031722545624,26.575857162475586,26.577503204345703,2369,309 273 343 1982 1968 332 392 2340,nan,nan,nan,nan,0.99,0.3,0.0001,7938,31.904765680544756
289,774303,42.07569102564102,23.948418553385913,183373.04086327594,7657,163004,0,1,-0.030642440542578697,23.94841766357422,744.3543090820312,0.0,65147.08203125,0.0790955200791359,26.577503204345703,26.57917594909668,2368,280 306 318 1120 1437 349 430 3418,nan,nan,nan,nan,0.99,0.3,0.0001,7657,39.457034450908
290,774304,48.73468717948718,19.833293568515074,146667.20593916898,7395,174912,0,1,-0.021963711827993393,19.833295822143555,9.915459632873535,0.0,28.280744552612305,0.09407409280538559,26.57917594909668,26.580846786499023,2208,288 288 269 294 975 316 363 4603,nan,nan,nan,nan,0.99,0.3,0.0001,7395,47.39947019505824
291,774305,45.553894871794895,17.697181435523476,132941.22694365235,7512,168612,0,1,-0.029035162180662155,17.697179794311523,10.562294960021973,0.0,28.280744552612305,0.08322525024414062,26.580846786499023,26.58254623413086,2241,288 288 289 764 1117 328 419 4020,nan,nan,nan,nan,0.99,0.3,0.0001,7512,43.55661922993399
292,774306,31.283401282051297,21.540821877280514,174372.95309658576,8095,146230,0,1,-0.02759917452931404,21.540821075439453,554.6774291992188,0.0,30916.27734375,0.07589872926473618,26.58254623413086,26.58425521850586,2434,317 309 298 2471 2151 392 451 1707,nan,nan,nan,nan,0.99,0.3,0.0001,8095,28.453511303056914
293,774307,33.27839358974359,15.260835055293413,122269.81046301083,8012,149041,0,1,-0.03276887908577919,15.260834693908691,253.46669006347656,0.0,20602.365234375,0.08486810326576233,26.58425521850586,26.585996627807617,2420,296 347 284 2252 1984 340 389 2121,nan,nan,nan,nan,0.99,0.3,0.0001,8012,30.395698650023917
294,774308,42.01482051282053,15.297132247574469,116349.9878750514,7606,162072,0,1,-0.02508208155632019,15.29713249206543,10.206205368041992,0.0,28.280651092529297,0.08921609073877335,26.585996627807617,26.58775520324707,2240,281 266 296 549 2330 335 470 3080,nan,nan,nan,nan,0.99,0.3,0.0001,7606,39.7782778527931
295,774309,41.37136923076922,14.977973781906366,115195.59635664186,7691,161922,0,1,-0.03275667876005173,14.977973937988281,10.61844253540039,0.0,28.280744552612305,0.06460708379745483,26.58775520324707,26.58953857421875,2358,290 300 305 1011 1792 359 485 3150,nan,nan,nan,nan,0.99,0.3,0.0001,7691,38.627124117089956
296,774310,37.724226923076934,12.938465730976633,101075.29429038946,7812,155597,0,1,-0.03763032332062721,12.93846607208252,10.258017539978027,0.0,28.280744552612305,0.07603766769170761,26.58953857421875,26.591365814208984,2367,301 295 304 1357 2183 360 475 2538,nan,nan,nan,nan,0.99,0.3,0.0001,7812,34.9731258924541
297,774311,51.81033717948718,21.83061058638688,159210.6430065195,7293,180687,0,1,-0.01353657990694046,21.830610275268555,8.941749572753906,0.3360227942466736,28.280744552612305,0.1058233380317688,26.591365814208984,26.59314727783203,2154,261 248 278 285 279 351 429 5163,nan,nan,nan,nan,0.99,0.3,0.0001,7293,50.93646664515447
298,774312,49.950205128205134,20.54945163144254,150709.6782649996,7334,176665,0,1,-0.014951006509363651,20.549453735351562,9.419051170349121,0.0,28.280744552612305,0.11653393507003784,26.59314727783203,26.594900131225586,2070,282 230 268 292 712 309 543 4699,nan,nan,nan,nan,0.99,0.3,0.0001,7334,48.99036903575118
299,774313,46.2654935897436,18.141699250533833,135808.76058949626,7486,170903,0,1,-0.02624550648033619,18.141698837280273,10.277359008789062,0.0,28.280744552612305,0.0821627676486969,26.594900131225586,26.596675872802734,2249,297 271 286 356 1462 314 487 4014,nan,nan,nan,nan,0.99,0.3,0.0001,7486,44.512214236633106
300,774314,41.52051025641026,15.506998015766252,118830.12579481679,7663,162369,0,1,-0.03728301450610161,15.506998062133789,12.786812782287598,0.0,601.2460327148438,0.06196722760796547,26.596675872802734,26.59848403930664,2313,291 304 307 1078 1588 305 431 3360,nan,nan,nan,nan,0.99,0.3,0.0001,7663,39.32555881402495
301,774315,30.730830769230767,16.147523554195313,131699.20210801697,8156,147693,0,1,-0.03118298016488552,16.147523880004883,534.3908081054688,0.0,47636.41796875,0.07567993551492691,26.59848403930664,26.60030746459961,2451,290 298 313 2657 2022 349 481 1747,nan,nan,nan,nan,0.99,0.3,0.0001,8156,27.65253476710635
302,774316,25.25211025641026,11.566592212289345,96962.74251562158,8383,139116,0,1,-0.036308519542217255,11.5665922164917,312.3583984375,0.0,20712.05859375,0.07323683053255081,26.60030746459961,26.602148056030273,2538,324 299 317 3165 2602 387 523 767,nan,nan,nan,nan,0.99,0.3,0.0001,8383,22.36339135686543
303,774317,45.62117564102563,17.559956297770142,131963.0715777426,7515,169272,0,1,-0.02978024072945118,17.559953689575195,10.34090805053711,0.0,28.280744552612305,0.06951853632926941,26.602148056030273,26.6040096282959,2299,309 284 295 425 1474 298 594 3837,nan,nan,nan,nan,0.99,0.3,0.0001,7515,43.5946719770468
304,774318,44.1537,16.65464046671167,125942.39120927363,7562,165808,0,1,-0.034026529639959335,16.654640197753906,10.469048500061035,0.0,28.280744552612305,0.0664847195148468,26.6040096282959,26.60589027404785,2196,269 270 301 642 1758 302 480 3541,nan,nan,nan,nan,0.99,0.3,0.0001,7562,41.821336320635616
305,774319,35.53699230769231,13.093074160894686,103618.58890932055,7914,153247,0,1,-0.03889945149421692,13.093074798583984,124.23893737792969,0.0,10995.73828125,0.0630258321762085,26.60589027404785,26.60780143737793,2353,297 326 266 1697 2169 365 653 2142,nan,nan,nan,nan,0.99,0.3,0.0001,7914,32.51628536229091
306,774320,42.84554999999999,15.837513691730736,120349.26654346187,7599,164847,0,1,-0.028590427711606026,15.837512969970703,10.324067115783691,0.0,28.280744552612305,0.05779197812080383,26.60780143737793,26.609710693359375,2235,258 277 281 521 2149 336 539 3239,nan,nan,nan,nan,0.99,0.3,0.0001,7599,40.5988079462488
307,774321,37.11486794871795,31.904763766461116,250707.63367685146,7858,155621,0,1,-0.03555811196565628,31.904762268066406,1561.0152587890625,0.0,137857.125,0.0642281100153923,26.609710693359375,26.61162757873535,2383,321 288 293 1484 2101 332 526 2514,nan,nan,nan,nan,0.99,0.3,0.0001,7858,34.36113780609288
308,774322,29.223162820512815,12.476158351328197,102529.06933121513,8218,144270,0,1,-0.033546578139066696,12.476157188415527,304.8060302734375,0.0,27394.16796875,0.0841173380613327,26.61162757873535,26.61353874206543,2552,343 327 303 3100 1703 366 409 1668,nan,nan,nan,nan,0.99,0.3,0.0001,8218,26.17461603459855
309,774323,43.36054102564102,16.643299710648517,126256.07160497966,7586,165217,0,1,-0.030205706134438515,16.643301010131836,19.017168045043945,0.0,1388.8441162109375,0.05856609344482422,26.61353874206543,26.615442276000977,2273,255 320 281 898 1454 317 497 3565,nan,nan,nan,nan,0.99,0.3,0.0001,7586,41.36735935543043
310,774324,43.519870512820525,16.381548770496554,124499.77065577381,7600,166067,0,1,-0.03646276146173477,16.381547927856445,10.58903694152832,0.0,28.280744552612305,0.06573613733053207,26.615442276000977,26.617361068725586,2336,286 273 291 787 1566 342 565 3491,nan,nan,nan,nan,0.99,0.3,0.0001,7600,41.25272529446403
311,774325,49.73087820512821,20.296102951256078,149622.8709566598,7372,176795,0,1,-0.027130059897899628,20.29610252380371,9.650435447692871,0.0,28.280744552612305,0.059642910957336426,26.617361068725586,26.619264602661133,2180,259 286 284 269 775 317 580 4603,nan,nan,nan,nan,0.99,0.3,0.0001,7372,48.2710023107528
312,774326,44.07797051282052,17.07872485040376,128876.05772114676,7546,164932,0,1,-0.03244250267744064,17.078723907470703,28.766498565673828,0.0,2339.2578125,0.05760158225893974,26.619264602661133,26.621171951293945,2236,292 319 286 875 1238 339 608 3590,nan,nan,nan,nan,0.99,0.3,0.0001,7546,42.04262808298929
313,774327,29.366475641025634,11.458071619662242,93257.244912431,8139,141088,0,1,-0.04030546545982361,11.458070755004883,165.6440887451172,0.0,10288.423828125,0.07386170327663422,26.621171951293945,26.623096466064453,2440,302 311 329 2578 2520 348 531 1221,nan,nan,nan,nan,0.99,0.3,0.0001,8139,26.42181134547624
314,774328,31.214365384615387,23.208781546642854,187735.83393079403,8089,146096,0,1,-0.02925274334847927,23.208782196044922,612.160400390625,0.0,38234.57421875,0.05299340561032295,26.623096466064453,26.625015258789062,2366,308 277 329 2530 2095 344 469 1738,nan,nan,nan,nan,0.99,0.3,0.0001,8089,28.61744466064684
315,774329,31.99908076923077,10.053443925891012,80859.84949594141,8043,147373,0,1,-0.03622918203473091,10.053443908691406,9.604992866516113,0.0,28.280744552612305,0.061813272535800934,26.625015258789062,26.626949310302734,2410,300 327 263 2344 2102 375 503 1830,nan,nan,nan,nan,0.99,0.3,0.0001,8043,29.255765412978274
316,774330,49.022765384615376,19.754607825132148,145295.14055384696,7355,174287,0,1,-0.01371660828590393,19.754606246948242,9.62125015258789,0.0,28.28071403503418,0.05510449409484863,26.626949310302734,26.628833770751953,2190,284 270 266 293 869 315 759 4300,nan,nan,nan,nan,0.99,0.3,0.0001,7355,47.68480587915129
317,774331,49.417161538461556,20.227827895807362,149139.77507578768,7373,176660,0,1,-0.02041403204202652,20.227827072143555,9.674774169921875,0.0,28.280744552612305,0.05006438493728638,26.628833770751953,26.630678176879883,2253,260 260 276 305 804 309 585 4575,nan,nan,nan,nan,0.99,0.3,0.0001,7373,48.152839230557205
318,774332,44.18923846153845,18.856016719247272,142589.19843094787,7562,166302,0,1,-0.03139818459749222,18.85601806640625,175.4196319580078,0.0,15243.61328125,0.057329464703798294,26.630678176879883,26.632530212402344,2276,276 288 287 958 1129 338 610 3677,nan,nan,nan,nan,0.99,0.3,0.0001,7562,42.037551376357506
319,774333,49.32861538461539,20.05786007396069,148287.75952679137,7393,175707,0,1,-0.027294468134641647,20.057859420776367,9.85523796081543,0.0,28.280744552612305,0.055480439215898514,26.632530212402344,26.634380340576172,2211,270 271 261 373 846 289 514 4570,nan,nan,nan,nan,0.99,0.3,0.0001,7393,47.73960838216058
320,774334,37.66276794871794,12.67573869543101,98655.27426653955,7783,155237,0,1,-0.020346442237496376,12.675738334655762,9.694396018981934,0.0,28.28071403503418,0.04837414622306824,26.634380340576172,26.636215209960938,2360,295 314 289 677 3123 335 520 2231,nan,nan,nan,nan,0.99,0.3,0.0001,7783,35.02615245141906
321,774335,30.106910256410263,11.661840290983337,95113.9694132601,8156,144101,0,1,-0.03659218177199364,11.661840438842773,107.18643188476562,0.0,7122.8115234375,0.06556165218353271,26.636215209960938,26.638063430786133,2397,288 290 307 3111 1645 334 467 1715,nan,nan,nan,nan,0.99,0.3,0.0001,8156,27.081362628740614
322,774336,26.90834487179487,29.068168433110422,240364.6847733901,8269,138305,0,1,-0.03658367693424225,29.06816864013672,913.1452026367188,0.0,56958.29296875,0.077671118080616,26.638063430786133,26.63990020751953,2394,281 324 291 3598 1792 304 419 1261,nan,nan,nan,nan,0.99,0.3,0.0001,8269,24.149805269374614
323,774337,46.504343589743584,18.26486211244981,135963.63356507636,7444,169875,0,1,-0.02015336975455284,18.264862060546875,10.091657638549805,0.0,28.280744552612305,0.05118829011917114,26.63990020751953,26.641719818115234,2235,292 303 279 361 1295 322 699 3894,nan,nan,nan,nan,0.99,0.3,0.0001,7444,45.002230092722264
324,774338,49.187052564102565,20.02779716051611,147905.28203041147,7385,176052,0,1,-0.01783735863864422,20.02779769897461,9.701684951782227,0.0,28.280744552612305,0.047603704035282135,26.641719818115234,26.643491744995117,2272,297 255 266 321 798 310 621 4518,nan,nan,nan,nan,0.99,0.3,0.0001,7385,47.85487413357954
325,774339,45.45719230769231,17.692132431095455,132903.29882238907,7512,169693,0,1,-0.02379451133310795,17.69213104248047,10.378495216369629,0.0,28.280744552612305,0.04718201234936714,26.643491744995117,26.645254135131836,2237,268 260 301 462 1540 313 527 3842,nan,nan,nan,nan,0.99,0.3,0.0001,7512,43.69718694394388
326,774340,47.137303846153856,18.807631991323287,139834.74385548863,7435,171114,0,1,-0.012188010849058628,18.807632446289062,10.129977226257324,0.0,28.280744552612305,0.04648002237081528,26.645254135131836,26.646970748901367,2276,289 317 285 291 1291 326 499 4138,nan,nan,nan,nan,0.99,0.3,0.0001,7435,45.672447490422094
327,774341,31.8883923076923,22.532497202125388,182130.1748847795,8083,147375,0,1,-0.023199018090963364,22.532495498657227,638.6945190429688,0.0,50892.6171875,0.04316911846399307,26.646970748901367,26.648662567138672,2494,304 314 332 2689 1652 336 489 1968,nan,nan,nan,nan,0.99,0.3,0.0001,8083,29.01148223763921
328,774342,34.28447435897435,17.039537389918852,134970.17566554723,7921,151636,0,1,-0.029152726754546165,17.03953742980957,535.0973510742188,0.0,47630.3828125,0.051115963608026505,26.648662567138672,26.65035629272461,2339,279 278 307 1264 3083 346 511 1854,nan,nan,nan,nan,0.99,0.3,0.0001,7921,31.74528288496659
329,774343,36.19878205128206,11.875988053769433,93416.52203095036,7866,152902,0,1,-0.02690911293029785,11.87598705291748,9.688488006591797,0.0,28.280744552612305,0.052157241851091385,26.65035629272461,26.652067184448242,2392,299 290 322 1189 2775 366 587 2039,nan,nan,nan,nan,0.99,0.3,0.0001,7866,33.23891286783171
330,774344,41.50244230769231,15.01917095338542,115482.40546058048,7689,162453,0,1,-0.02367047779262066,15.019170761108398,10.55945873260498,0.0,28.280744552612305,0.04687560722231865,26.652067184448242,26.653778076171875,2346,274 310 295 1036 1728 336 672 3039,nan,nan,nan,nan,0.99,0.3,0.0001,7689,38.72523007855403
331,774345,42.426688461538475,15.638188061983263,118912.78202332073,7604,164205,0,1,-0.015540044754743576,15.638188362121582,10.187525749206543,0.0,28.280744552612305,0.054687123745679855,26.653778076171875,26.65546989440918,2326,291 284 290 429 2205 329 717 3060,nan,nan,nan,nan,0.99,0.3,0.0001,7604,40.39054386711534
332,774346,50.63210384615384,20.839047331908358,152791.89503755208,7332,177465,0,1,-0.005721371155232191,20.839046478271484,9.313514709472656,0.0,28.280744552612305,0.044596992433071136,26.65546989440918,26.657102584838867,2256,300 259 283 278 498 314 707 4694,nan,nan,nan,nan,0.99,0.3,0.0001,7332,49.375925937442666
333,774347,46.51686794871794,18.355952537561162,136990.47378781895,7463,170726,0,1,-0.021201936528086662,18.3559513092041,10.189055442810059,0.0,28.280744552612305,0.042595941573381424,26.657102584838867,26.658720016479492,2171,279 281 267 351 1437 321 511 4017,nan,nan,nan,nan,0.99,0.3,0.0001,7463,44.98135414048667
